SampleName,Date,Month,MonthYear,StartTime,EndTime,StartTimeEpoch,EndTimeEpoch,SampleLabel,BottleNumber,SampleID,Site,SampleDepth,Season,TideDirection,TideType,SamplingDirection,Depth,Pressure,Latitude,Longitude,Distance,Tide,vvhA,TotalProkaryotes,LabChla,Rainfall,Rainfall_5Day,AirTemp,AirTemp_Max,Discharge,Discharge_3Day,TotalN,NOx,NH3,TDN,PON,DON,TotalP,Phosphate,DOP,Silicate,DOC,POC,TOC,ChlorophyllRaw,Chlorophyll,LabpH,LabConductivity,LabSalinity,Conductivity,Density,Salinity,WaterTemp,O2Sat,O2ConcentrationRaw,O2Conc,TurbidityRaw,Turbidity,M:C,BIX,HIX,FI,UVHumic-like,MarineHumic-like,VisibleHumic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,FulvicAcid-like,OpticalBrighteners,DieselBandII,Petroleum-like,Lignin-like
112-Nov-S9-M,2018-11-29,November,18-Nov,11:26:09 AM,11:27:00 AM,1543526769,1543526820,S4-M,11,112,4,Pycnocline,Rainy,Ebb,HH,Offshore-Back,0.726140673,111.3092308,21.28882251,-157.8352112,2441.259887,0.514,17.63444764,618.877551,0.685185185,0,1.0668,23.9,27.2,0.260231392,0.349995648,13.42908376,3.303170855,3.194804498,12.69093505,2.350065802,6.931108407,0.633932529,0.30742521,0.326507319,42.57072645,79.35054122,34.66700525,114.0175465,135.6578947,1.060660526,7.97,48.3,30.59102871,50.98265385,1021.043577,32.49670192,26.33123077,62.72043902,157.8341463,5.050692683,221.3684211,1.045347368,1.140818974,0.712862896,2.042496803,1.500609405,0.051371502,0.054395725,0.047681294,0.040064644,0.088906651,0.018539376,0.028447667,0.038154485,0.030038161,0.059668619,0.045573319
113-Nov-S9-S,2018-11-29,November,18-Nov,11:29:51 AM,11:30:45 AM,1543526991,1543527045,S4-S,12,113,4,Surface,Rainy,Ebb,HH,Offshore-Back,0.27220771,106.7493818,21.28882251,-157.8352112,2441.259887,0.500541667,13.80323848,1705.1,0.8868,0,1.0668,23.9,27.2,0.260231392,0.349995648,35.20029514,10.42413474,5.450246034,28.92933619,3.241609752,19.32591437,0.90164984,0.362187346,0.539462494,146.2595621,106.0782681,29.96973089,136.047999,120.2682927,0.874446341,7.88,29.4,18.04358527,28.95111818,1010.297618,17.77674545,25.29888182,72.6717381,186.1294524,5.956142476,267.3902439,1.326080488,1.14402178,0.639822069,4.251812479,1.46884072,0.13185658,0.133863676,0.117011475,0.069249134,0.085075262,0.029990864,0.0685737,0.092074876,0.062026949,0.150334891,0.119192356
114-Nov-S7-B,2018-11-29,November,18-Nov,11:48:27 AM,11:49:13 AM,1543528107,1543528153,S5-B,13,114,5,Bottom,Rainy,Ebb,HH,Offshore-Back,1.583152122,119.9180851,21.28706725,-157.8314436,1980.492698,0.469625,0.507389253,507.306122,0.461612903,0,1.0668,23.9,27.2,0.260231392,0.349995648,12.41409488,1.034779853,6.761270286,12.68379729,2.671532541,4.618044741,0.33646885,0.24933856,0.08713029,13.7497555,92.42298085,34.14697164,126.5699525,198.6388889,1.822730556,7.9,50.8,32.03029856,53.63059574,1022.052936,34.03878723,26.81401064,91.84824324,229.1020811,7.331266595,705.2777778,3.997194444,1.113757455,0.638958923,3.783564694,1.561347605,0.067288042,0.068394378,0.061408683,0.038685077,0.042210027,0.021483922,0.03527791,0.049459448,0.029855191,0.073609538,0.056400854
115-Nov-S7-M,2018-11-29,November,18-Nov,11:52:48 AM,11:53:41 AM,1543528368,1543528421,S5-M,14,115,5,Pycnocline,Rainy,Ebb,HH,Offshore-Back,0.610977064,110.1523889,21.28706725,-157.8314436,1980.492698,0.455375,NA,1797.55,0.758928571,0,1.0668,23.9,27.2,0.260231392,0.349995648,22.79563804,5.774232285,5.820559505,18.58672377,4.365257851,11.20084625,0.538389559,0.194022339,0.34436722,56.54111647,100.2497918,33.73182722,133.981619,171.5531915,1.494993617,7.9,46.2,28.71537324,46.73831481,1018.290954,29.09326852,26.95266667,68.5607619,170.6305476,5.460177524,232.7234043,1.114612766,1.178410139,0.689508237,4.544075119,1.538783382,0.096578129,0.101177235,0.085859101,0.054614719,0.047735505,0.019885864,0.049211398,0.068117239,0.042368144,0.107079428,0.073398755
116-Nov-S7-S,2018-11-29,November,18-Nov,11:56:50 AM,11:57:48 AM,1543528610,1543528668,S5-S,15,116,5,Surface,Rainy,Ebb,HH,Offshore-Back,0.253161556,106.5580593,21.28706725,-157.8314436,1980.492698,0.454083333,2.26037659,2792.96,0.6928,0,1.0668,23.9,27.2,0.260231392,0.349995648,33.73315144,7.069537385,9.602204713,30.67094932,4.526934068,17.06140934,0.22398424,0.143877584,0.080106656,119.40083,128.6427977,38.71856237,167.3613601,127.6595745,0.963880851,7.87,34.1,20.85864641,30.86713559,1010.7565,18.71815254,26.15367797,63.62871111,160.5487556,5.137560178,269,1.3359,1.173269524,0.647245362,5.659187501,1.494166791,0.16157781,0.165992274,0.141478382,0.07555797,0.06412848,0.0390133,0.087314374,0.109828196,0.079656231,0.180812076,0.139099025
117-Nov-S5-B,2018-11-29,November,18-Nov,12:19:49 PM,12:20:56 PM,1543529989,1543530056,S6-B,16,117,6,Bottom,Rainy,Ebb,HH,Offshore-Back,0.806571668,112.0781765,21.28296877,-157.8264322,1289.470327,0.421375,NA,2719.58,1.391538462,0,1.0668,23.9,27.2,0.260231392,0.349995648,27.32233405,5.244432143,6.024888976,20.82084226,8.847617635,16.05301293,0.662496922,0.205704312,0.45679261,41.4722482,136.3030808,61.98176996,198.2848508,487.1454545,5.31366,7.89,50.2,30.86248354,52.49618382,1020.502647,32.45011029,27.92528676,73.87375,180.7237692,5.783160615,427.2363636,2.301141818,1.144038199,0.722093091,4.52982733,1.583361149,0.136731615,0.143549277,0.125475947,0.094142642,0.06760575,0.03521569,0.107209442,0.101453585,0.111521849,0.167592234,0.135427451
118-Nov-S5-M,2018-11-29,November,18-Nov,12:30:25 PM,12:31:33 PM,1543530625,1543530693,S6-M,17,118,6,Pycnocline,Rainy,Ebb,HH,Offshore-Back,0.466422769,108.4503116,21.28296877,-157.8264322,1289.470327,0.401333333,3.079140416,3537.12,0.669,0,1.0668,23.9,27.2,0.260231392,0.349995648,33.21836418,11.76818789,1.756613454,24.82512491,7.066116428,19.69356284,0.456636296,0.137459425,0.319176871,66.54477949,131.3905079,54.14091354,185.5314214,269.0740741,2.674996296,7.98,45.6,28.10651251,49.90702899,1019.649601,31.05796377,27.32353623,97.23867925,239.7795849,7.672946717,270.962963,1.347874074,1.175847197,0.72232052,4.452562809,1.540372079,0.113292808,0.1202654,0.102279787,0.077103852,0.064250192,0.031584017,0.084588479,0.08310716,0.089252159,0.140563895,0.113991897
119-Nov-S5-S,2018-11-29,November,18-Nov,12:35:09 PM,12:36:23 PM,1543530909,1543530983,S6-S,18,119,6,Surface,Rainy,Ebb,HH,Offshore-Back,0.382825498,107.61056,21.28296877,-157.8264322,1289.470327,0.398166667,1.870233373,2976.76,1.923571429,0,1.0668,23.9,27.2,0.260231392,0.349995648,34.01199454,13.39928306,3.934622748,27.30906495,5.186706979,16.67808873,0.359911352,0.274826502,0.08508485,122.2338712,114.4046628,41.74205928,156.1467221,264.5454545,2.6202,7.99,36.7,22.54525125,44.55692,1017.627747,27.98294,26.40756,92.19156897,230.8283103,7.386505931,281.9454545,1.414867273,1.102554793,0.680515718,4.936763207,1.587555487,0.138155561,0.141138217,0.128010162,0.08388658,0.061159438,0.052007675,0.117813604,0.10556685,0.124072045,0.177849868,0.113213138
120-Nov-S3-B,2018-11-29,November,18-Nov,1:05:28 PM,1:06:27 PM,1543532728,1543532787,S7-B,19,120,7,Bottom,Rainy,Ebb,HH,Offshore-Back,2.534470826,129.224275,21.27814786,-157.8208709,502.1222602,0.356375,1.234312172,3128.71,1.241,0,1.0668,23.9,27.2,0.260231392,0.349995648,23.27095828,2.077595097,8.647813562,20.02141328,6.509705154,12.54554962,0.493080522,0.235717287,0.257363235,18.7821003,115.653622,52.85885043,168.5124724,438.0416667,4.719504167,7.82,51.6,32.37911734,53.51068333,1021.71455,33.72265833,27.13046667,26.56642553,65.9256383,2.109620426,522.5833333,2.882758333,1.07181185,0.665242136,3.354636358,1.559010929,0.10870909,0.110927663,0.103495462,0.122822957,0.091920764,0.031515753,0.095596384,0.086303132,0.110987656,0.142627511,0.107975633
121-Nov-S3-M,2018-11-29,November,18-Nov,1:11:22 PM,1:12:21 PM,1543533082,1543533141,S7-M,20,121,7,Pycnocline,Rainy,Ebb,HH,Offshore-Back,0.456206126,108.3476833,21.27814786,-157.8208709,502.1222602,0.3445,NA,3299.02,1.360689655,0,1.0668,23.9,27.2,0.260231392,0.349995648,23.99251843,8.55438844,0.265318314,18.25838687,7.40671177,15.17281168,0.505688254,0.132888218,0.372800036,46.84728065,119.3172356,52.3037898,171.6210254,270.9791667,2.698047917,8.05,48.8,29.68490167,51.3912,1019.637933,31.449975,28.27709167,120.0066957,291.5762391,9.330439652,298.2916667,1.514579167,1.155824486,0.72693387,3.833348334,1.582650496,0.112127056,0.117525617,0.101681197,0.08094605,0.081664349,0.049163017,0.088905537,0.084261899,0.09424879,0.142969549,0.09837675
122-Nov-S3-S,2018-11-29,November,18-Nov,1:15:54 PM,1:16:54 PM,1543533354,1543533414,S7-S,21,122,7,Surface,Rainy,Ebb,HH,Offshore-Back,0.262685523,106.4037295,21.27814786,-157.8208709,502.1222602,0.334791667,2.103180395,2562.62,2.164193548,0,1.0668,23.9,27.2,0.260231392,0.349995648,63.35830052,31.9314849,2.45579494,52.33404711,5.970564585,28.97102068,0.498202413,0.219972019,0.278230394,143.0908748,108.4929226,47.16724487,155.6601675,239.4285714,2.316285714,7.96,41.2,25.07770666,38.75305738,1013.931139,23.43371311,27.33302459,85.137,209.755383,6.712172255,254.1428571,1.245271429,1.162065893,0.734721554,4.49794798,1.533857376,0.098893964,0.104042017,0.089531943,0.067677147,0.064187186,0.027495176,0.065064368,0.071984325,0.065926245,0.11975644,0.0905069
123-Nov-S1-B,2018-11-29,November,18-Nov,1:31:42 PM,1:32:41 PM,1543534302,1543534361,S8-B,22,123,8,Bottom,Rainy,Ebb,HH,Offshore-Back,1.19171305,115.736,21.275267,-157.8179596,61.68452,0.314625,NA,4284.86,15.12727273,0,1.0668,23.9,27.2,0.260231392,0.349995648,57.67676508,3.587266583,5.358526902,27.28051392,24.37039683,48.7309716,2.695887712,0.505787887,2.190099825,53.11423989,183.5970025,163.5363506,347.1333531,3209.955556,38.25966222,7.92,50.7,31.14832099,53.83390833,1021.117308,33.31088333,28.02366667,71.50897826,174.610087,5.587522783,742.9555556,4.227028889,1.002669271,0.689400724,4.14210322,1.574701269,0.145963092,0.140128135,0.139755091,0.137800876,0.091186099,0.045837917,0.304885258,0.11955086,0.383972678,0.285264141,0.12530239
124-Nov-S1-M,2018-11-29,November,18-Nov,1:36:08 PM,1:37:07 PM,1543534568,1543534627,S8-M,23,124,8,Pycnocline,Rainy,Ebb,HH,Offshore-Back,0.38338613,107.6161917,21.275267,-157.8179596,61.68452,0.302125,2.653739753,2789.76,1.775151515,0,1.0668,23.9,27.2,0.260231392,0.349995648,60.19150086,25.57227611,4.011381081,46.55960029,7.042961486,30.60784367,0.957005664,0.260558795,0.696446869,82.02675069,116.3197336,64.3570294,180.676763,346.3673469,3.610244898,7.91,46.1,27.97438684,49.83933333,1019.006492,30.52113333,28.07610833,84.3026087,205.2042174,6.566534957,371,1.9581,1.153305669,0.739650859,3.81428691,1.554403965,0.113736122,0.119534377,0.10364501,0.081676912,0.077025402,0.048034718,0.09693737,0.085474351,0.112706806,0.148358199,0.124413354
125-Nov-S1-S,2018-11-29,November,18-Nov,1:39:42 PM,1:40:48 PM,1543534782,1543534848,S8-S,24,125,8,Surface,Rainy,Ebb,HH,Offshore-Back,0.238986119,106.1656642,21.275267,-157.8179596,61.68452,0.293375,16.62597383,1764.53,0.799375,0,1.0668,23.9,27.2,0.260231392,0.349995648,140.0866496,124.5672322,5.474641571,135.6174161,3.500067128,10.04477583,1.22526397,0.652343552,0.572920418,419.9943817,91.17402165,28.73047955,119.9045012,172.2222222,1.503088889,7.76,34.5,20.74563622,37.10135075,1013.303231,22.46952985,27.02511194,57.75178431,143.4303725,4.589771922,276.0555556,1.378938889,1.162080801,0.756551315,4.192746814,1.535483459,0.108866,0.115950565,0.099778402,0.077173201,0.056746104,0.047445621,0.082906793,0.082107381,0.096731122,0.137925201,0.11269264
138-Jan-S17-B,2019-01-20,January,19-Jan,8:30:52 AM,8:31:50 AM,1548009052,1548009110,S1-B,1,138,1,Bottom,Rainy,Ebb,HL,Offshore-Back,9.563767656,199.8509915,21.277492,-157.846181,2986.12771,0.2265,0.1,249.708333,0.120909091,0,0.3048,24.2,28.9,0.35679168,0.377557333,5.128309684,0.851037235,0.186268687,4.932905068,0.73377582,4.091003762,0.229832599,0.054669788,0.175162811,1.321459943,75.01248959,28.02131063,103.0338002,61.4375,0.16259375,8.16,59.3,40.16215312,51.38179464,1022.871518,34.16133036,24.45475,99.63063043,259.6181087,8.307779478,77.91666667,0.170291667,1.867894085,0.965750934,0.163161521,1.613611473,0.006567477,0.010515272,0.00562948,0.056700411,0.224194906,0.058767916,0.002556777,0.003801496,0.00191876,0.007982654,0.039040925
139-Jan-S17-M,2019-01-20,January,19-Jan,8:33:40 AM,8:34:32 AM,1548009220,1548009272,S1-M,2,139,1,Pycnocline,Rainy,Ebb,HL,Offshore-Back,4.502562916,149.0101604,21.277492,-157.846181,2986.12771,0.2205,0.1,210.530612,0.172,0,0.3048,24.2,28.9,0.35679168,0.377557333,6.013734829,0.405965832,0.154527532,5.680228408,0.970963896,5.453241465,0.291592939,0.052545793,0.239047146,0.971730758,76.88592839,8.777887336,85.66381573,61.31818182,0.16115,8.19,58.4,39.46021744,51.38833019,1022.861632,34.15425472,24.47031132,99.609525,259.464175,8.3028536,76.06818182,0.159015909,1.9842056,0.802874674,0.360522574,1.42232606,0.005307263,0.00876283,0.004416291,0.020115883,0.072449982,0.026540847,0.002526246,0.003381265,0.001845669,0.006246135,0.020258631
140-Jan-S17-S,2019-01-20,January,19-Jan,8:35:51 AM,8:36:44 AM,1548009351,1548009404,S1-S,3,140,1,Surface,Rainy,Ebb,HL,Offshore-Back,0.331996485,107.1159722,21.277492,-157.846181,2986.12771,0.216541667,NA,488.612245,0.205,0,0.3048,24.2,28.9,0.35679168,0.377557333,7.705982988,1.919030039,0.559143015,6.583154889,1.202887536,5.227809934,0.304212699,0.093594308,0.210618391,17.27051912,69.82514571,41.83138722,111.6565329,70.32608696,0.270145652,8.09,56.7,38.42468217,49.63091667,1022.120037,33.05956481,24.18018519,85.63814286,224.3485,7.179152,132.6086957,0.503913043,1.208449612,0.831907444,1.543938648,1.643900634,0.026385539,0.030965072,0.025623801,0.0310776,0.061183539,0.03462128,0.012073802,0.020282238,0.00877182,0.028825566,0.03752877
141-Jan-S13-B,2019-01-20,January,19-Jan,9:07:11 AM,9:07:53 AM,1548011231,1548011273,S2-B,4,141,2,Bottom,Rainy,Ebb,HL,Offshore-Back,7.032125183,174.4201279,21.28505162,-157.8447563,3042.51268,0.1515,NA,330.408163,0.434,0,0.3048,24.2,28.9,0.35679168,0.377557333,5.884299417,0.735774009,0.685770679,5.985010707,1.315387809,4.462754729,0.391403768,0.104445152,0.286958616,2.781403255,70.6244796,42.60847209,113.2329517,88.59375,0.491184375,8.13,59,39.74735875,51.57680233,1022.806593,34.15459302,24.65481395,86.87321212,225.5441818,7.217413818,284.53125,1.430640625,1.173397493,0.824704575,1.077237439,1.595064474,0.016435809,0.019237313,0.016394541,0.027288358,0.061418786,0.02655139,0.008897055,0.01344404,0.007089146,0.018809141,0.043866682
142-Jan-S13-M,2019-01-20,January,19-Jan,9:10:04 AM,9:10:44 AM,1548011404,1548011444,S2-M,5,142,2,Pycnocline,Rainy,Ebb,HL,Offshore-Back,0.932442359,113.1475732,21.28505162,-157.8447563,3042.51268,0.1485,0.755619422,66.428571,0.744444444,0,0.3048,24.2,28.9,0.35679168,0.377557333,5.855971802,1.601989206,0.957019399,7.715917202,1.757779467,3.296963197,0.257940246,0.158560855,0.099379391,19.00038764,68.23480433,33.84912821,102.0839325,105.5588235,0.696461765,8.06,57.4,38.30383415,50.91619512,1022.188537,33.45060976,24.94104878,79.55090625,205.3440625,6.57101,244.7647059,1.188064706,1.217940932,0.772250736,1.629969076,1.588039584,0.030304526,0.034261458,0.02813064,0.030996478,0.064049053,0.024793098,0.014923926,0.022388417,0.011689783,0.034102403,0.050626641
143-Jan-S13-S,2019-01-20,January,19-Jan,9:11:55 AM,9:12:37 AM,1548011515,1548011557,S2-S,6,143,2,Surface,Rainy,Ebb,HL,Offshore-Back,0.247950111,106.2717093,21.28505162,-157.8447563,3042.51268,0.146375,3.529211683,1381.16,0.880588235,0,0.3048,24.2,28.9,0.35679168,0.377557333,16.09662265,5.505403801,1.880410697,14.97501784,3.062573749,8.710808152,0.613970444,0.214338814,0.39963163,51.22476342,81.36552873,45.35610919,126.7216379,118.6129032,0.854416129,8.05,49.8,32.59022132,47.4154186,1020.211907,30.85075581,24.9900814,80.09233333,206.7133939,6.614828606,221.4516129,1.045854839,1.13960251,0.714111121,2.958150243,1.528022218,0.066995935,0.069991234,0.061417234,0.048070804,0.067715134,0.052242772,0.030379369,0.049581323,0.023492658,0.072662936,0.081756199
144-Jan-S11-B,2019-01-20,January,19-Jan,9:25:07 AM,9:25:51 AM,1548012307,1548012351,S3-B,7,144,3,Bottom,Rainy,Ebb,HL,Offshore-Back,3.178660259,135.7112889,21.28770553,-157.8407364,2798.48846,0.12475,0.482394216,294.938776,0.904736842,0,0.3048,24.2,28.9,0.35679168,0.377557333,6.524939333,0.587922807,0.778837631,5.57958601,1.637311668,5.158178895,0.322759922,0.119543987,0.203215935,3.084188926,71.29059117,39.05961629,110.3502075,131.6470588,1.012129412,8.14,59.1,39.7999459,51.62635556,1022.790733,34.15353333,24.70472222,84.03008571,217.9529429,6.974494171,442.2352941,2.392635294,1.378294207,0.827319153,1.153504831,1.634637429,0.018662978,0.023145764,0.016793051,0.028895814,0.060358034,0.019511662,0.009779368,0.013628132,0.008316893,0.01898391,0.034150365
145-Jan-S11-M,2019-01-20,January,19-Jan,9:27:21 AM,9:28:09 AM,1548012441,1548012489,S3-M,8,145,3,Pycnocline,Rainy,Ebb,HL,Offshore-Back,1.17055258,115.5394388,21.28770553,-157.8407364,2798.48846,0.121375,7.233494127,1165.06,1.85,0,0.3048,24.2,28.9,0.35679168,0.377557333,13.52011708,1.985634506,2.525342438,10.57815846,4.265239884,9.009140136,0.672097824,0.184002623,0.488095201,23.27928902,83.84679434,60.85971192,144.7065063,222.0526316,2.106036842,8.09,57.2,37.74157968,51.14805102,1021.880816,33.247,25.44895918,72.23448649,184.9755135,5.919216432,412.3947368,2.210607895,1.129893152,0.694779306,2.867651324,1.554567652,0.062014514,0.063846342,0.05650653,0.04430763,0.070157045,0.020516998,0.033657173,0.045372882,0.02933473,0.070557087,0.061895993
146-Jan-S11-S,2019-01-20,January,19-Jan,9:32:26 AM,9:33:12 AM,1548012746,1548012792,S3-S,9,146,3,Surface,Rainy,Ebb,HL,Offshore-Back,0.338457291,107.1808723,21.28770553,-157.8407364,2798.48846,0.114791667,53.09303917,2427.36,1.5735,0,0.3048,24.2,28.9,0.35679168,0.377557333,33.62662263,11.08991157,2.633370189,30.72091363,5.367966759,19.90334087,0.782233911,0.27819719,0.504036721,133.8430024,99.41715237,56.92840551,156.3455579,181.7368421,1.618215789,8.05,39.7,25.57802707,41.71335106,1017.322521,26.907,24.71130851,82.18394444,212.7130278,6.806816889,327.6578947,1.693713158,1.142723304,0.671475446,4.643177975,1.504025739,0.126923255,0.131503381,0.115078935,0.069202567,0.069787675,0.037450864,0.05902199,0.092251711,0.044556113,0.139370011,0.123669147
147-Jan-S9-B,2019-01-20,January,19-Jan,9:46:37 AM,9:47:28 AM,1548013597,1548013648,S4-B,10,147,4,Bottom,Rainy,Ebb,HL,Offshore-Back,2.756050365,131.3030865,21.28882251,-157.8352112,2402.34678,0.098166667,1.345081813,606.428571,1.074285714,0,0.3048,24.2,28.9,0.35679168,0.377557333,12.52624676,1.216647545,2.992833711,9.186295503,2.579717802,8.316765504,0.309566537,0.199794065,0.109772472,14.74261084,75.65362198,61.05666891,136.7102909,174.8837209,1.535293023,8.02,58.7,39.12933314,51.55081731,1022.414029,33.80836538,25.08896154,67.197125,173.037975,5.5372152,926.2093023,5.344876744,1.109267842,0.684339452,2.828936793,1.542137123,0.046704405,0.048486987,0.043710802,0.033367643,0.057188144,0.019807837,0.024052665,0.035518455,0.017808832,0.052627348,0.042081199
148-Jan-S9-M,2019-01-20,January,19-Jan,9:48:50 AM,9:49:41 AM,1548013730,1548013781,S4-M,11,148,4,Pycnocline,Rainy,Ebb,HL,Offshore-Back,1.010537793,113.7690577,21.28882251,-157.8352112,2402.34678,0.095333333,3.527387643,1851.54,3.297777778,0,0.3048,24.2,28.9,0.35679168,0.377557333,12.95400058,1.216647545,2.992833711,13.40471092,7.489026803,8.744519324,0.361384036,0.199794065,0.161589971,14.74261084,101.0824313,99.96833283,201.0507641,390.6590909,4.146175,8.03,56.5,36.94288825,50.86002885,1021.38849,32.75382692,25.84169231,65.130875,165.421725,5.2934952,594.3863636,3.320756818,1.108987466,0.677743882,4.016711434,1.55373844,0.089672904,0.092274026,0.083205653,0.057783692,0.070760849,0.019210549,0.059081929,0.067014457,0.060313777,0.108311467,0.068874913
149-Jan-S9-S,2019-01-20,January,19-Jan,9:50:32 AM,9:51:23 AM,1548013832,1548013883,S4-S,12,149,4,Surface,Rainy,Ebb,HL,Offshore-Back,0.327026536,106.9030481,21.28882251,-157.8352112,2402.34678,0.093,14.98687663,2498.06,2.144117647,0,0.3048,24.2,28.9,0.35679168,0.377557333,24.46067793,2.230267534,3.511609525,22.86937901,7.215934415,18.71880087,0.601350684,0.218679152,0.382671532,24.51390346,111.4071607,69.81869738,181.2258581,256.6744186,2.524960465,8.03,42.4,27.13877982,42.17176923,1017.227096,26.96295192,25.18289423,81.806275,209.886175,6.7163576,388.7674419,2.066481395,1.141824598,0.674177208,4.393809889,1.492510361,0.131442896,0.136046194,0.119148067,0.07577002,0.084055036,0.031360899,0.062522266,0.093541456,0.050253824,0.144383659,0.119608849
150-Jan-S7-B,2019-01-20,January,19-Jan,10:08:01 AM,10:08:44 AM,1548014881,1548014924,S5-B,13,150,5,Bottom,Rainy,Ebb,HL,Offshore-Back,1.454211694,118.2258523,21.2871396,-157.8315398,1993.282218,0.076416667,NA,2245.24,9.818846154,0,0.3048,24.2,28.9,0.35679168,0.377557333,15.17793629,6.058149449,2.442653697,17.3875803,16.78561768,6.677133144,0.436911387,0.149233746,0.287677641,102.1725601,127.4771024,145.1483538,272.6254562,616.4705882,6.878494118,7.99,56.2,36.453414,51.57797727,1021.539091,33.06932955,26.12381818,62.28482353,157.3707353,5.035863529,866.3235294,4.979573529,1.133013207,0.640675267,3.393213768,1.483843767,0.112402541,0.115018675,0.10151574,0.093775209,0.102137749,0.042585586,0.062025694,0.080127321,0.061666059,0.126800148,0.093327367
151-Jan-S7-M,2019-01-20,January,19-Jan,10:09:47 AM,10:10:28 AM,1548014987,1548015028,S5-M,14,151,5,Pycnocline,Rainy,Ebb,HL,Offshore-Back,1.008326543,113.7468452,21.28707224,-157.8315582,1989.548657,0.073666667,0.637540245,3416.78,5.8675,0,0.3048,24.2,28.9,0.35679168,0.377557333,27.37406421,1.047368633,3.675369622,27.73733048,16.28684844,22.65132596,0.911490846,0.106292105,0.805198741,15.03366063,133.3055787,148.5654458,281.8710245,559.0277778,6.183436111,8.03,48.1,30.35953712,50.02195238,1020.351262,31.66413095,26.54169048,86.0956875,215.8157188,6.906103,532.8611111,2.945452778,1.166871232,0.671169679,4.060736217,1.478613488,0.135228532,0.142147866,0.121819668,0.107837039,0.094722318,0.034281763,0.076573264,0.095964452,0.079742544,0.155202597,0.132612713
152-Jan-S7-S,2019-01-20,January,19-Jan,10:11:25 AM,10:12:11 AM,1548015085,1548015131,S5-S,15,152,5,Surface,Rainy,Ebb,HL,Offshore-Back,0.382422384,107.4595106,21.28705178,-157.831616,1992.392854,0.070458333,5.481411982,1110.58,1.668636364,0,0.3048,24.2,28.9,0.35679168,0.377557333,30.00809663,4.61213612,2.41279949,25.19628837,7.332625269,22.98316102,0.56903645,0.106153583,0.462882867,51.06046111,112.3230641,74.58055783,186.9036219,120.5277778,0.877586111,7.98,32.8,20.46216453,32.08152128,1012.0795,20.01931915,24.94120213,83.71569444,216.4016944,6.924854222,313.6111111,1.608027778,1.14259896,0.637265244,4.916739957,1.463647949,0.150073626,0.152125043,0.13313949,0.081264017,0.075046636,0.037100945,0.068041347,0.10390925,0.053270675,0.160849075,0.12726665
153-Jan-S5-B,2019-01-20,January,19-Jan,10:31:46 AM,10:32:44 AM,1548016306,1548016364,S6-B,16,153,6,Bottom,Rainy,Ebb,HL,Offshore-Back,0.559355421,109.236839,21.28306722,-157.8262809,1286.02031,0.058,41.11281363,4080,7.210454545,0,0.3048,24.2,28.9,0.35679168,0.377557333,28.56469568,12.08165743,3.792158202,30.94218415,17.56735034,12.69088005,0.610911108,0.210460214,0.400450894,127.5478771,153.5387177,138.6642365,292.2029542,387.9411765,4.113288235,8.22,44.3,28.19750118,45.50515254,1018.623093,29.01878814,25.68701695,159.204587,405.1306739,12.96418157,366.3921569,1.929992157,1.784831219,0.813816,3.322908169,1.468153251,0.149778507,0.213870518,0.119826747,0.155128696,0.109282691,0.045328153,0.0710187,0.091589836,0.071481497,0.149517035,0.146062243
154-Jan-S5-M,2019-01-20,January,19-Jan,10:33:20 AM,10:34:21 AM,1548016400,1548016461,S6-M,17,154,6,Pycnocline,Rainy,Ebb,HL,Offshore-Back,0.466755429,108.3066532,21.28307293,-157.8264522,1299.067727,0.056,NA,3917.94,6.084444444,0,0.3048,24.2,28.9,0.35679168,0.377557333,29.14039998,8.912766898,0.602340637,29.1862955,21.93455769,19.62529245,0.779939409,0.218586804,0.561352605,86.02868533,167.7768526,175.9969156,343.7737682,393.3529412,4.178770588,8.21,45.8,29.27813134,44.61962097,1018.183194,28.41648387,25.64257258,150.5745625,383.5739167,12.27436533,526.9019608,2.909101961,1.201720742,0.734138776,2.296950857,1.464529396,0.128137671,0.137037514,0.114034409,0.204399904,0.193093894,0.065491593,0.071350653,0.091149149,0.071255654,0.146045948,0.155543668
155-Jan-S5-S,2019-01-20,January,19-Jan,10:34:53 AM,10:36:04 AM,1548016493,1548016564,S6-S,18,155,6,Surface,Rainy,Ebb,HL,Offshore-Back,0.250235517,106.1316667,21.28307281,-157.8265499,1306.299982,0.053666667,0.668350388,3782.04,7.874444444,0,0.3048,24.2,28.9,0.35679168,0.377557333,29.83115799,6.59000308,0.294700784,28.24411135,16.74436758,22.94645413,0.597717723,0.189635827,0.408081896,74.68243779,160.5328893,163.9649091,324.4977984,325.8709677,3.36223871,8.14,42.2,26.83169461,41.01528472,1016.427597,25.99977778,25.43811111,125.4737143,320.8691786,10.26781371,567.5,3.15675,1.15624337,0.695044189,3.634264554,1.4889277,0.142258717,0.148576261,0.128499125,0.140134207,0.091716498,0.051733855,0.076659897,0.102795689,0.068096035,0.160813971,0.145278894
